treatment,model,scenario,world_seed,coins_collected,initially_available_coins,collection_fraction,self_kills,evaluation_decisions,evaluation_unseen_decisions,decision_time_p95_ms,decision_time_max_ms,action_sequence_sha256,repeat_match,repeat_decision_time_p95_ms,repeat_decision_time_max_ms,repeat_action_sequence_sha256
control,r1,coin-heaven,163029,50,50,1.0,0,130,0,0.24889707565307614,0.4558563232421875,0c9cfa188670b599e3d4a8f30a87a2c762008e1a54c518a21a25867da87bda35,True,0.38608312606811523,1.3339519500732422,0c9cfa188670b599e3d4a8f30a87a2c762008e1a54c518a21a25867da87bda35
control,r1,coin-heaven,163030,50,50,1.0,0,125,0,0.2704620361328125,0.415802001953125,64ee97bf36be6c32be2347902eb81af4551e77822ebc4140bfa6d8a3356f6a6a,True,0.25820732116699213,0.41794776916503906,64ee97bf36be6c32be2347902eb81af4551e77822ebc4140bfa6d8a3356f6a6a
control,r1,coin-heaven,163031,50,50,1.0,0,117,0,0.27666091918945307,0.5421638488769531,534e9215667d23c7238cdb41154055461de7ea0aa6e0b18861b1b1cd3d0e048b,True,0.3200054168701171,0.48613548278808594,534e9215667d23c7238cdb41154055461de7ea0aa6e0b18861b1b1cd3d0e048b
control,r1,coin-heaven,163032,50,50,1.0,0,121,0,0.3790855407714844,2.5742053985595703,aeea97c6b28ef289b6aa1d09a6cd8b44df1bb6becbbe7ba1b3fab9658b335a9b,True,0.308990478515625,0.6470680236816406,aeea97c6b28ef289b6aa1d09a6cd8b44df1bb6becbbe7ba1b3fab9658b335a9b
control,r1,coin-heaven,163033,50,50,1.0,0,118,0,0.3087520599365234,0.9467601776123047,b2365f4ba6b1f10463628133c2c8a3d4b82b513256a8c76e5cca58216ab71edb,True,0.3041744232177731,0.5099773406982422,b2365f4ba6b1f10463628133c2c8a3d4b82b513256a8c76e5cca58216ab71edb
control,r1,coin-heaven,163034,50,50,1.0,0,123,0,0.1890420913696289,0.6039142608642578,7d3099996d39fb0d74c6e426782657b888df276bd24b834dbce63123be181a9c,True,0.33965110778808555,0.49114227294921875,7d3099996d39fb0d74c6e426782657b888df276bd24b834dbce63123be181a9c
control,r1,coin-heaven,163035,50,50,1.0,0,124,0,0.38924217224121044,3.634929656982422,58e4ffe6b6ed3802e5eb71805e57d9db1d6046effba1ac3139b8d824f98ce000,True,0.1827836036682129,0.36716461181640625,58e4ffe6b6ed3802e5eb71805e57d9db1d6046effba1ac3139b8d824f98ce000
control,r1,coin-heaven,163036,50,50,1.0,0,134,0,0.25337934494018505,0.5600452423095703,1f680262901a80c5d2a2c4539132042ca307f64891bd131bc04a3d1a7d792a05,True,0.32970905303955045,0.5521774291992188,1f680262901a80c5d2a2c4539132042ca307f64891bd131bc04a3d1a7d792a05
control,r1,coin-heaven,163037,50,50,1.0,0,118,0,0.2796411514282224,0.6229877471923828,e647aead0618285bdf152cdf3e17126e3050e695c245f680f39abf8bf27fe0f4,True,0.3821253776550293,0.7569789886474609,e647aead0618285bdf152cdf3e17126e3050e695c245f680f39abf8bf27fe0f4
control,r1,coin-heaven,163038,50,50,1.0,0,115,0,0.28035640716552734,0.6499290466308594,d676b679f37c2debdff3f259573ff61f506ef9bfd80d0249d72173accc29e444,True,0.4180908203124999,0.7729530334472656,d676b679f37c2debdff3f259573ff61f506ef9bfd80d0249d72173accc29e444
