scenario,phase,world_seed,agent_seed,coins_collected,initially_available_coins,collection_fraction,self_kills,action_bomb,invalid_actions,termination_reason,executed_action_sequence_sha256
classic,primary,183001,283001,0,9,0.0,0,51,0,step_limit,9db005397a24f253a6ef41b599a3686cae4c766261c8e24a950b83dc95267913
classic,primary,183002,283002,7,9,0.7777777777777778,0,56,10,step_limit,c88bb55ded0a8b55ad463a4e127f57c0ce0954991658270289c67d7b1502deed
classic,primary,183003,283003,4,9,0.4444444444444444,1,40,4,killed,41bb7d71c9aa85bad5d8ed9eb3a5783c72c5f3703429c448a39c5ac217dd9d55
classic,primary,183004,283004,3,9,0.3333333333333333,0,53,37,step_limit,0bd110abd975ca7004724183cfd989c64263963494c880f16ebc2a3b2f7a5a6a
classic,primary,183005,283005,0,9,0.0,1,5,2,killed,c8d54704c70df8a487549ac8a20c0710c5f90965e788745a6824556c2644e0e0
classic,primary,183006,283006,4,9,0.4444444444444444,1,30,2,killed,d8057b147300b131cfb6f2a43f8d711cbc296562214536313178293a7f908a93
classic,primary,183007,283007,6,9,0.6666666666666666,0,62,10,step_limit,aeb080486c3e0dea87f0665e6095791ba583ab9a858026516cd150c0df63ca85
classic,primary,183008,283008,4,9,0.4444444444444444,0,56,18,step_limit,7e4274e20eccc4273a5d5448205a87cf6a09b9141623970de12882c50e56718d
classic,primary,183009,283009,1,9,0.1111111111111111,0,52,2,step_limit,f780d09c3f00aee430859b346646dbe5799b51b3c6a59c98e0eebbc72f4fce1b
classic,primary,183010,283010,2,9,0.2222222222222222,0,55,4,step_limit,d010456854ee2b358fe197851b3810a69fbbdf7632e876e453b15bae72c8cff5
classic,primary,183011,283011,2,9,0.2222222222222222,0,19,4,step_limit,8ce73882c3a90257f39e603aa3d0a17b28a3ce31954877c042d5b1d47850c9ed
classic,primary,183012,283012,7,9,0.7777777777777778,0,57,3,step_limit,9c45062b3a26ad4703057b357137d0035526a9a22a10e8be2fffa0a3cbfcc653
classic,primary,183013,283013,0,9,0.0,0,51,1,step_limit,e64c88608d882ea548b65dd335ef4f52195727d96a3ec7466f4fdf5156706e95
classic,primary,183014,283014,0,9,0.0,0,6,1,step_limit,61020980c38eb3407dc07b700fa28848374865b948579413d5e9d02932cd25fb
classic,primary,183015,283015,0,9,0.0,0,51,0,step_limit,39d1c392902eeaee78cca7f106fd9a709136df315fa667e96791d0d8ef2ff695
classic,primary,183016,283016,4,9,0.4444444444444444,0,55,4,step_limit,a727ec6171f9c0a48e6c4fc96f9584a5f2b10a5df4f96ded2fbb0069b429101b
classic,primary,183017,283017,4,9,0.4444444444444444,0,54,53,step_limit,ab45d4da0d2c465d4f180654de81fdc551c5a51c210f0bd82b07b23d7493c5ba
classic,primary,183018,283018,5,9,0.5555555555555556,0,56,7,step_limit,38b1ca2a186eb67af898a5843906f1b8994e817465457f78ace800fe12586e18
classic,primary,183019,283019,2,9,0.2222222222222222,0,15,1,step_limit,23bd8c8f7c7ee16b3a7a9194315298dfc3c46fda67e199dad62514978a05d575
classic,primary,183020,283020,4,9,0.4444444444444444,0,26,7,step_limit,400c6322b00ba04421224a06e46b9d5305380f4904486e1ec5910e7ccf91e9a4
classic,primary,183021,283021,6,9,0.6666666666666666,0,41,9,step_limit,3fd6afccc0f84aed37ba452a68b48323b8d2b99f91f5f41cfc61dd8cab436093
classic,primary,183022,283022,0,9,0.0,0,51,94,step_limit,7b0e5c7d3d7778f39b90610a36da5e095274dbab3613fa9178779497fb9267d4
classic,primary,183023,283023,1,9,0.1111111111111111,0,58,11,step_limit,a2e4c2a725c6d148d669a020a8f57e350d1aa78f26ae9fc227373109b24c0ae3
classic,primary,183024,283024,2,9,0.2222222222222222,0,59,4,step_limit,60c88ce1315d01ad97c9415cd4971a03ec3962bcdedd304350b70b7863f447db
classic,primary,183025,283025,5,9,0.5555555555555556,0,54,17,step_limit,29253560805e5f29dca615a8ab38e7c8fdb8c4996fa3bce0212cdf18dd0040dc
classic,primary,183026,283026,0,9,0.0,1,7,2,killed,4c8951cc4bff98ecef6813e69eed92873466dda700d8fb3358bf6d14ca760a7f
classic,primary,183027,283027,5,9,0.5555555555555556,0,57,7,step_limit,e5fc2e32c335be404045245c98a7a25b4e84e94bcc30f8eab83c49bfca5b288f
classic,primary,183028,283028,1,9,0.1111111111111111,1,6,1,killed,47a1d61a9ce395ae7ce5d10de6278c781af3fa54fb33ea4ad01ecf7c26f27fb6
classic,primary,183029,283029,0,9,0.0,0,51,94,step_limit,b68e5e0b7dc14a8af3a66c3982751f901a4badfe5cc82ec15d49db4da2d93361
classic,primary,183030,283030,6,9,0.6666666666666666,0,63,10,step_limit,e5dab90012dcecb3e422c0483efde018f855416b7bf6a156d8db62dcc91bb55e
classic,primary,183031,283031,0,9,0.0,0,51,1,step_limit,bea4003672a23424ed90bf89b828de8cdafa596c57c5ba7f1f3d77f85bf9013c
classic,primary,183032,283032,1,9,0.1111111111111111,0,55,0,step_limit,7d9453b8a3792fe42cb88fde2b4820c7cf586bae1dcf9e49a2f15f3375b78e03
classic,primary,183033,283033,1,9,0.1111111111111111,0,54,2,step_limit,36a7e91f0577b66dce57c77d16cf6f3b72bf27f0afeaf8de32c7dcdecb77061a
classic,primary,183034,283034,3,9,0.3333333333333333,0,54,32,step_limit,634cd2d80a0c982a96ddfd987fb5251b72373efd0999e8cd8327ad18345fb065
classic,primary,183035,283035,0,9,0.0,0,51,0,step_limit,ed29ec78ab20c9176643aa9d0ff8269bbdf89f190646e20f667928e3c54d8978
classic,primary,183036,283036,0,9,0.0,0,53,66,step_limit,1c62015a07c8612fe0b9d60c1136b2e335d15561953b96cb2591baaa701c0b6a
classic,primary,183037,283037,1,9,0.1111111111111111,0,16,1,step_limit,421ee14765ce63b21fa4d768fa325b8289b6d1462940ac2a7c1070b601ce3b1f
classic,primary,183038,283038,3,9,0.3333333333333333,1,10,7,killed,b40bff1593e92f8379623271573dfd40d712ed30a503094c6804fc2b5b97ff5f
classic,primary,183039,283039,1,9,0.1111111111111111,0,51,1,step_limit,dadb8bb0f85a57e67451f8873a6ebc089007c25df335def3438e7dbc90458580
classic,primary,183040,283040,6,9,0.6666666666666666,0,63,10,step_limit,8bb5fa92fb025ffc4d3782c21108cad2f69605fd419edd050baf42246905ba98
classic,primary,183041,283041,0,9,0.0,0,11,2,step_limit,36eb28b341d601abe3e6e8e519f82b299333a4d16db81dc4033ba694072b924d
classic,primary,183042,283042,0,9,0.0,0,51,0,step_limit,16f644c967c589ca8f9a6b8e39d359e19905b8b0988efdaae6d611cc49509adb
classic,primary,183043,283043,3,9,0.3333333333333333,0,57,25,step_limit,80ae72f97af9a1ae1dc440d6c72e56c52376ca6dc39f151faed092a520014334
classic,primary,183044,283044,0,9,0.0,0,54,10,step_limit,9d00e17266122b2fce3f2f834f3707e25729a020f1853ddb562fda94355e3993
classic,primary,183045,283045,0,9,0.0,0,54,9,step_limit,8ad901ab68d48e416bc8ca7bb4faeb9feac454b73678a7b788ee8d302bd93c89
classic,primary,183046,283046,3,9,0.3333333333333333,0,58,4,step_limit,88b1bfa918043c57d6691b3a4315124fcea5492620bc57f97a167eb2315b3503
classic,primary,183047,283047,0,9,0.0,0,16,2,step_limit,ab6e8d6b554267839ead42690deea88969351aad50a143d70e7d32c9aaff7a10
classic,primary,183048,283048,1,9,0.1111111111111111,0,53,9,step_limit,5389b60df0b93ef8a8858192e3c2f5078d4fd77cf2dc2f663f772e9ec29195a8
classic,primary,183049,283049,0,9,0.0,1,6,1,killed,4fd0b1b9cd3bc9db5ea4adbe05ff57cb2b154271be892c05d3749bfe9f86157f
classic,primary,183050,283050,1,9,0.1111111111111111,0,23,9,step_limit,e5a9fc9436c5440dc1cf62e48d7dfec8aed426c166d2059d94ae99b692e8c4a2
classic,primary,183051,283051,1,9,0.1111111111111111,0,52,2,step_limit,3d8ce5a136bdfa0ca4f96d7eb0c95b2ceab98c9e4fc139f2841755629d3932a3
classic,primary,183052,283052,1,9,0.1111111111111111,1,10,2,killed,a3c079fbee092cc0c5ab7eb30072cca22d648a9177a3df31de625a8fb104ba76
classic,primary,183053,283053,0,9,0.0,0,9,3,step_limit,79f5d8abd30656a689b8aa06251dd39843df24aaf0b56e1bfd3945521fde95bf
classic,primary,183054,283054,2,9,0.2222222222222222,0,60,9,step_limit,f051c0c01c2376ab6aded286d32de4473e8db3a1b4212807a6700a9162f8032b
classic,primary,183055,283055,2,9,0.2222222222222222,1,28,1,killed,de682c1975b3f2f5c81d02cad39e55319c0f242abc3fd3d0c7527b45fa01a6a3
classic,primary,183056,283056,1,9,0.1111111111111111,0,51,0,step_limit,af840c86f6434d82f8763f84f784f0ac082d7864382d4eef2ef01ccee583f4e2
classic,primary,183057,283057,0,9,0.0,0,51,92,step_limit,c724ef158708496fe25cd0a3526565d138988e5f29ff47ede668526bd7e11c2d
classic,primary,183058,283058,0,9,0.0,0,55,4,step_limit,8dc7ab9ac6402680b3158e4d206d2023f91a400e2899cab21ebea3f05daf1723
classic,primary,183059,283059,3,9,0.3333333333333333,0,51,1,step_limit,bfcb6368676d9858b4828a264a4e790ac6fd39897b77c7baf41af2b7db0dc91f
classic,primary,183060,283060,1,9,0.1111111111111111,0,53,0,step_limit,bdede6c2f6759bfdca4e9394eea2640d9972525ee3d04387acfb466ece970453
classic,primary,183061,283061,0,9,0.0,0,51,0,step_limit,72ed071e631126e7a5643411f1de74b754d3107840e9716985b5acd845409af3
classic,primary,183062,283062,2,9,0.2222222222222222,0,59,4,step_limit,baeb7e94642baae9355f6bf99eb141f606990b295e753e314135d2849864b391
classic,primary,183063,283063,1,9,0.1111111111111111,0,51,1,step_limit,3d581837bf85c08a83a33d1e27ff79c3f6d75fac7e33e2e3ef5f4883187a29f0
classic,primary,183064,283064,2,9,0.2222222222222222,0,77,28,step_limit,10dbc8d4d066546eb0683e04d493dff110eb2e7dc7701953f0e3ffb3b33ddd0e
classic,primary,183065,283065,3,9,0.3333333333333333,0,59,4,step_limit,ce169481107c3bc6c216da1c45eb1c0cd2996080938799fdabbda54409c12e5b
classic,primary,183066,283066,1,9,0.1111111111111111,0,56,5,step_limit,20deaa04306dfc11e48d2593860c1dd302efe7a1042299b32af13d1772936575
classic,primary,183067,283067,5,9,0.5555555555555556,0,59,14,step_limit,63a3847dba96a1965aed0e90a995776d8b3d739598164859be2f3ab5627c94e1
classic,primary,183068,283068,0,9,0.0,0,6,3,step_limit,75dd70674b2b2ce6feac34f187275efffdb3c88a8932413bc874315952443703
classic,primary,183069,283069,1,9,0.1111111111111111,0,52,1,step_limit,64409394d2f54d0bf67c0b1c92444f6927680d334311f60323013cc500f61d39
classic,primary,183070,283070,1,9,0.1111111111111111,1,7,4,killed,d1c85c98d5eb97038e80459c732be4db9feac041318b1cf081794c140e5fe0b5
classic,primary,183071,283071,1,9,0.1111111111111111,0,57,0,step_limit,f650c4565b401f5d949f8d85dc5cdf3fd10ed982454fd22d525d4b416c2104ab
classic,primary,183072,283072,0,9,0.0,1,10,3,killed,b8cc1ffb3e09925ce06fca6e1cbb172d8648c95a5e7b6a1e3137cd47717d7ff6
classic,primary,183073,283073,3,9,0.3333333333333333,0,55,3,step_limit,b4a3830ec25ded4b1bd0b51b75bd44e5240d2c9849e322c35f23a48266973698
classic,primary,183074,283074,0,9,0.0,0,54,23,step_limit,1f8b1b39e3c2304b0d1df8ef96b49e41766244e23d889b7568b8883bf4f69673
classic,primary,183075,283075,0,9,0.0,0,57,0,step_limit,3bc123a6f51ff070fc680e7cc007ba278b2ed4627163117956ec32188fe2398d
classic,primary,183076,283076,4,9,0.4444444444444444,0,22,3,step_limit,12b49c2ac1197816bc39002972b5205be4ea465a14e38f2667b6d4e545fa50d7
classic,primary,183077,283077,2,9,0.2222222222222222,0,21,3,step_limit,ae5410803ed9ccb83522a6444ab8936918e4822f9df47ebedda9a09e0173745f
classic,primary,183078,283078,0,9,0.0,0,51,93,step_limit,9aa4311e44d3d8eaf26ffec71c0a1ddc9221be0a33b98275614e98c57eadf03d
classic,primary,183079,283079,0,9,0.0,0,54,3,step_limit,d63e801b562731c16698f519705587486eac733d628d085d60fa5ed4c0035625
classic,primary,183080,283080,4,9,0.4444444444444444,0,56,21,step_limit,ec8b5ad5ae8de9682739142bb435acb5271d1b9ab45240e07271930b8b0db7f3
classic,primary,183081,283081,1,9,0.1111111111111111,0,51,1,step_limit,c2a1a84087758e178ee4ce992b3d417be8b96de4a122d28d2fc8b9f87f9f0d1c
classic,primary,183082,283082,4,9,0.4444444444444444,1,10,5,killed,46c9072e1347c9ccdbc6f6ca5cd02ce05811cadd77036cad4d69f4d29a498495
classic,primary,183083,283083,0,9,0.0,0,51,1,step_limit,9410cef65beff82d0620e754785b801eb83ad878b50ad86ab88ec39595b7cde7
classic,primary,183084,283084,1,9,0.1111111111111111,0,47,1,step_limit,1ba0999634e88137cccaadccd50904e5a02b5e34e3f5b50b27ab2200f71c7ebf
classic,primary,183085,283085,3,9,0.3333333333333333,0,54,32,step_limit,fad7ca475e21589b925f459210fa8a2ac22ffb61869d5f3a5bbe04d250c882e3
classic,primary,183086,283086,1,9,0.1111111111111111,0,55,2,step_limit,4bbd04548f1fad31f8ec8aa05dfc980d2a2844d5a52a6dce14ff0efcb1b5a894
classic,primary,183087,283087,1,9,0.1111111111111111,0,7,1,step_limit,08ef2f94d7b78bdb16d104f070d5debfed66dec2251d43685fef31a1b65089f9
classic,primary,183088,283088,4,9,0.4444444444444444,0,17,3,step_limit,7c2dcddf15de4d257303484934f76ac5879e7d8be8f5a63c4cd2a9c843b90181
classic,primary,183089,283089,5,9,0.5555555555555556,0,22,2,step_limit,f5491c5376f9261661cbd7fde8cb537bbd3b861dc9d0378d6ab8773f565a4f47
classic,primary,183090,283090,0,9,0.0,0,52,1,step_limit,c46cfe5b7d36db88103aa84f3f035a1e6ed949c974d3ec968202bdfe36a439fa
classic,primary,183091,283091,3,9,0.3333333333333333,0,27,1,step_limit,b39c3c868313fc5132c05aa076d2111543e6f118399992f6439620ad66c6131d
classic,primary,183092,283092,2,9,0.2222222222222222,0,54,4,step_limit,86ee22dc0e8a77473453114856bf382d43d755f3ed5dceed7c5c8b5ebf09e1c4
classic,primary,183093,283093,0,9,0.0,0,54,0,step_limit,68e52fe4cbd70eb2806ed78e169341c05d1d30dea2ca254bb6a7cfad3315ca16
classic,primary,183094,283094,0,9,0.0,1,6,1,killed,4fd0b1b9cd3bc9db5ea4adbe05ff57cb2b154271be892c05d3749bfe9f86157f
classic,primary,183095,283095,5,9,0.5555555555555556,0,21,2,step_limit,977f4175d2236e6875bb90285bb13b1818aad0705275b9b61512e19b3b3a0ec3
classic,primary,183096,283096,2,9,0.2222222222222222,0,54,10,step_limit,bb45223fbe2d3638e3e673dd189928d074b903f86d2b384447e67462bfa280b1
classic,primary,183097,283097,0,9,0.0,0,51,0,step_limit,72ed071e631126e7a5643411f1de74b754d3107840e9716985b5acd845409af3
classic,primary,183098,283098,7,9,0.7777777777777778,0,59,20,step_limit,8cc36ceccc32ec4e612dccd6feabfe6fad1672f2220265a3f58b245248af1188
classic,primary,183099,283099,0,9,0.0,0,51,0,step_limit,becc886ea5e8ebfd4490301c7364fdd89b366de44c79319e0b9bae74dc58a550
classic,primary,183100,283100,3,9,0.3333333333333333,0,52,1,step_limit,eb8324fa66c98c170196c30c03ca4db8e7ff68a371702dc272badc19fd8e8e1f
classic,repeat,183001,283001,0,9,0.0,0,51,0,step_limit,9db005397a24f253a6ef41b599a3686cae4c766261c8e24a950b83dc95267913
classic,repeat,183002,283002,7,9,0.7777777777777778,0,56,10,step_limit,c88bb55ded0a8b55ad463a4e127f57c0ce0954991658270289c67d7b1502deed
classic,repeat,183003,283003,4,9,0.4444444444444444,1,40,4,killed,41bb7d71c9aa85bad5d8ed9eb3a5783c72c5f3703429c448a39c5ac217dd9d55
classic,repeat,183004,283004,3,9,0.3333333333333333,0,53,37,step_limit,0bd110abd975ca7004724183cfd989c64263963494c880f16ebc2a3b2f7a5a6a
classic,repeat,183005,283005,0,9,0.0,1,5,2,killed,c8d54704c70df8a487549ac8a20c0710c5f90965e788745a6824556c2644e0e0
classic,repeat,183006,283006,4,9,0.4444444444444444,1,30,2,killed,d8057b147300b131cfb6f2a43f8d711cbc296562214536313178293a7f908a93
classic,repeat,183007,283007,6,9,0.6666666666666666,0,62,10,step_limit,aeb080486c3e0dea87f0665e6095791ba583ab9a858026516cd150c0df63ca85
classic,repeat,183008,283008,4,9,0.4444444444444444,0,56,18,step_limit,7e4274e20eccc4273a5d5448205a87cf6a09b9141623970de12882c50e56718d
classic,repeat,183009,283009,1,9,0.1111111111111111,0,52,2,step_limit,f780d09c3f00aee430859b346646dbe5799b51b3c6a59c98e0eebbc72f4fce1b
